timestamp,symbol,open,high,low,close,volume
2026-03-12,SOXL,53.5300,53.8800,49.5300,50.2800,105674400
2026-03-13,SOXL,51.8750,53.9600,50.0400,50.7200,83244320
2026-03-16,SOXL,54.0600,55.6800,53.0100,53.6900,79819190
2026-03-17,SOXL,55.1000,55.4000,53.3000,54.9500,59567720
2026-03-18,SOXL,55.0300,56.4800,54.0000,54.0200,75470040
2026-03-19,SOXL,49.5300,56.1100,48.5000,54.8500,93732710
2026-03-20,SOXL,54.6900,55.3600,49.0000,51.1400,101773000
2026-03-23,SOXL,54.6300,56.8100,52.2801,53.0300,115257400
2026-03-24,SOXL,51.5400,56.0900,51.5350,54.9600,92153490
2026-03-25,SOXL,56.6400,58.2500,55.5900,57.0400,84440290
2026-03-26,SOXL,54.1900,54.4400,48.8700,48.9700,116603800
2026-03-27,SOXL,48.0350,49.3800,45.9600,46.6100,99401410
2026-03-30,SOXL,47.8600,48.2900,39.5200,40.6200,139746200
2026-03-31,SOXL,42.8800,48.1800,42.6100,47.9100,138002100
2026-04-01,SOXL,50.0400,54.0850,49.6200,52.2600,121955600
2026-04-02,SOXL,46.0600,53.0700,46.0500,52.7500,104471700
2026-04-06,SOXL,53.7500,55.5950,52.8800,54.8100,68780420
2026-04-07,SOXL,54.3200,56.6000,52.1300,56.5500,107326500
2026-04-08,SOXL,66.3300,67.9799,63.5600,67.5000,111697300
2026-04-09,SOXL,68.1200,72.2800,68.1200,71.9800,79331610
2026-04-10,SOXL,74.2950,78.3000,74.2950,76.3900,78863610
2026-04-13,SOXL,75.5900,80.7400,75.2500,80.5600,64504600
2026-04-14,SOXL,83.2700,85.5700,80.7100,85.3100,61656970
2026-04-15,SOXL,84.6600,85.9800,79.7600,85.9600,68425440
2026-04-16,SOXL,85.0100,89.3900,83.3100,88.3700,63777480
2026-04-17,SOXL,93.1950,94.7500,90.6600,94.6800,9999999
2026-04-20,SOXL,94.6800,94.6800,94.6800,94.6800,0
2026-04-21,SOXL,97.9700,99.9500,95.3200,98.0900,65206900
2026-04-22,SOXL,102.9400,106.0900,99.6000,105.6400,58165230
2026-04-23,SOXL,108.6200,116.7699,107.4600,112.7700,96510190
2026-04-24,SOXL,125.2100,130.1175,120.2400,128.3200,83092420
2026-04-27,SOXL,128.3250,129.5900,117.7902,123.3900,73334620
2026-04-28,SOXL,108.7500,115.6200,103.9900,109.5600,94099740
2026-04-29,SOXL,114.7600,118.3150,112.3000,117.9700,55503690
2026-04-30,SOXL,122.8100,127.4500,117.5000,126.9800,58536650
2026-05-01,SOXL,124.3900,131.3800,121.6600,130.4000,40940350
2026-05-04,SOXL,132.1950,133.6700,123.8000,127.5500,46455720
2026-05-05,SOXL,135.0000,147.2600,134.0200,144.1600,52130080
2026-05-06,SOXL,157.8400,166.0000,149.0617,165.8500,65579220
2026-05-07,SOXL,162.1150,162.9000,147.6100,152.1000,72375210
2026-05-08,SOXL,163.0000,177.5000,161.5100,176.9400,47016490
2026-05-11,SOXL,181.0000,191.2899,178.9400,190.4200,50495960
2026-05-12,SOXL,177.6200,182.2399,150.5800,172.5200,91705570
2026-05-13,SOXL,183.8350,188.4880,172.2600,184.2400,59522250
2026-05-14,SOXL,182.6700,189.5600,178.2775,186.1900,43318950
2026-05-15,SOXL,167.0000,174.4000,161.1402,164.1800,62126570
2026-05-18,SOXL,172.9500,174.6100,142.6900,151.7500,75610470
2026-05-19,SOXL,141.2400,160.6000,135.0200,151.8900,85384030
2026-05-20,SOXL,161.0000,173.7000,161.0000,173.2000,58913170
2026-05-21,SOXL,171.2600,179.9700,168.2300,178.3900,52278680
2026-05-22,SOXL,184.8000,195.2700,183.3400,190.5600,45133030
2026-05-26,SOXL,211.3800,228.5000,209.8900,225.7900,52532950
2026-05-27,SOXL,242.6600,242.6600,204.0000,217.9800,74732730
2026-05-28,SOXL,219.0000,231.8900,207.5600,224.6300,47153520
2026-05-29,SOXL,231.8200,239.0700,218.5600,224.3400,37035730
2026-06-01,SOXL,217.2650,234.0600,210.1400,227.0300,37499580
2026-06-02,SOXL,243.1800,267.0800,238.8233,266.3200,42799670
2026-06-03,SOXL,281.4700,284.5800,257.2600,280.5400,49817250
2026-06-04,SOXL,242.0400,274.5000,228.5500,262.7000,59036010
2026-06-05,SOXL,230.8480,233.6900,181.8100,182.5400,108280300
